PROCESS_ID,COMPONENT_ID,TRANSACTION_ID,SESSION_ID,EVENT_TIMESTAMP,EVENT_TYPE,DIVISION_ID,GROUP_ID,SUBSCRIBER_ID,SUBSCRIBER_TYPE,DEVICE_ID,PLAN_ID,NOTIFICATION_TYPE,NOTIFICATION_ADDRESS,USAGE,CHARGE_AMOUNT,
PROCESS_1,COMPONENT_2,1483246807776301.26,Gx.1483246807776327,2017/01/01 00:00:07.776301,FAIR_USAGE_POLICY,B25,NONE,0088867622037161,BUS,4079878916,BUS_PLAN_1,SMS,4079878916,49283072,4.700,
PROCESS_2,COMPONENT_3,1483246812493617.88,Gx.1483246812493705,2017/01/01 00:00:12.493617,FAIR_USAGE_POLICY,B25,NONE,0142739677251765,REG,1508718955,REG_PLAN_2,SMS,1508718955,54525952,5.200,
PROCESS_1,COMPONENT_3,1483246806990697.59,Gx.1483246806990756,2017/01/01 00:00:06.990697,FAIR_USAGE_POLICY,B25,VIPG_359,0046707689676607,VIP,0577697180,BUS_PLAN_1,SMS,0577697180,52428800,0.000,
PROCESS_1,COMPONENT_1,1483246807258459.44,Gx.1483246807258503,2017/01/01 00:00:07.258459,FAIR_USAGE_POLICY,B25,BUSG_495,0078544179290440,BUS,1732016163,BUS_PLAN_2,EMAIL,0078544179290440@bus-example.com,370147328,35.300,
PROCESS_1,COMPONENT_5,1483246805945341.51,Gx.1483246805945392,2017/01/01 00:00:05.945341,FAIR_USAGE_POLICY,B25,BUSG_172,0181069588102834,BUS,2647744956,BUS_PLAN_2,EMAIL,0181069588102834@bus-example.com,130023424,12.400,
PROCESS_2,COMPONENT_2,1483246804940856.22,Gx.1483246804940878,2017/01/01 00:00:04.940856,FAIR_USAGE_POLICY,B25,BUSG_240,0235547703361594,BUS,3463894402,BUS_PLAN_2,EMAIL,0235547703361594@bus-example.com,298844160,28.500,
PROCESS_1,COMPONENT_5,1483246801876196.06,Gx.1483246801876202,2017/01/01 00:00:01.876196,FAIR_USAGE_POLICY,B25,REGG_218,0052518841067641,REG,0385473068,REG_PLAN_1,EMAIL,0052518841067641@reg-example.com,30408704,2.900,
PROCESS_1,COMPONENT_2,1483246802023311.96,Gx.1483246802023407,2017/01/01 00:00:02.023311,FAIR_USAGE_POLICY,B25,REGG_162,0137804797804045,REG,2123481636,REG_PLAN_1,EMAIL,0137804797804045@reg-example.com,4194304,0.400,
PROCESS_1,COMPONENT_2,1483246810592787.64,Gx.1483246810592851,2017/01/01 00:00:10.592787,FAIR_USAGE_POLICY,B25,REGG_259,0066200626044364,REG,1861832672,REG_PLAN_X,EMAIL,0066200626044364@reg-example.com,224395264,21.400,
PROCESS_1,COMPONENT_3,1483246811314872.99,Gx.1483246811314971,2017/01/01 00:00:11.314872,FAIR_USAGE_POLICY,B25,REGG_556,0018638313728227,REG,0086216335,REG_PLAN_1,EMAIL,0018638313728227@reg-example.com,36700160,3.500,
PROCESS_2,COMPONENT_1,1483246800677451.43,Gx.1483246800677494,2017/01/01 00:00:00.677451,FAIR_USAGE_POLICY,B25,REGG_301,0209104189536362,REG,2744146477,REG_PLAN_1,EMAIL,0209104189536362@reg-example.com,16777216,1.600,
PROCESS_1,COMPONENT_5,1483246805209675.93,Gx.1483246805209768,2017/01/01 00:00:05.209675,FAIR_USAGE_POLICY,B25,REGG_425,0280942643627303,REG,0010794828,REG_PLAN_1,EMAIL,0280942643627303@reg-example.com,101711872,9.700,
PROCESS_2,COMPONENT_3,1483246811264739.45,Gx.1483246811264784,2017/01/01 00:00:11.264739,FAIR_USAGE_POLICY,B25,REGG_394,0201597319974740,REG,1855528984,REG_PLAN_1,EMAIL,0201597319974740@reg-example.com,83886080,8.000,
PROCESS_2,COMPONENT_1,1483246800564942.85,Gx.1483246800565027,2017/01/01 00:00:00.564942,FAIR_USAGE_POLICY,B25,BUSG_356,0017510839549003,BUS,0573347828,BUS_PLAN_1,EMAIL,0017510839549003@bus-example.com,57671680,5.500,
PROCESS_2,COMPONENT_4,1483246808883292.80,Gx.1483246808883372,2017/01/01 00:00:08.883292,FAIR_USAGE_POLICY,B25,BUSG_218,0085059304244928,BUS,2966773593,BUS_PLAN_1,EMAIL,0085059304244928@bus-example.com,67108864,6.400,
PROCESS_1,COMPONENT_5,1483246811729029.34,Gx.1483246811729063,2017/01/01 00:00:11.729029,FAIR_USAGE_POLICY,B25,REGG_972,0269277185518790,REG,1267191910,REG_PLAN_1,EMAIL,0269277185518790@reg-example.com,7340032,0.700,
PROCESS_1,COMPONENT_1,1483246813440371.57,Gx.1483246813440428,2017/01/01 00:00:13.440371,FAIR_USAGE_POLICY,B25,REGG_248,0083247066091964,REG,0334992160,REG_PLAN_X,EMAIL,0083247066091964@reg-example.com,1032847360,98.500,
PROCESS_2,COMPONENT_4,1483246801403148.90,Gx.1483246801403238,2017/01/01 00:00:01.403148,FAIR_USAGE_POLICY,B25,REGG_522,0124444567547552,REG,0498585695,REG_PLAN_2,EMAIL,0124444567547552@reg-example.com,365953024,34.900,
PROCESS_1,COMPONENT_2,1483246803017819.30,Gx.1483246803017849,2017/01/01 00:00:03.017819,FAIR_USAGE_POLICY,B25,REGG_176,0005990945441745,REG,0157818188,REG_PLAN_1,EMAIL,0005990945441745@reg-example.com,23068672,2.200,
PROCESS_1,COMPONENT_1,1483246809392779.56,Gx.1483246809392835,2017/01/01 00:00:09.392779,FAIR_USAGE_POLICY,B25,REGG_628,0017733156868239,REG,0225387034,REG_PLAN_1,EMAIL,0017733156868239@reg-example.com,10485760,1.000,
PROCESS_1,COMPONENT_1,1483246800131511.23,Gx.1483246800131534,2017/01/01 00:00:00.131511,FAIR_USAGE_POLICY,B25,BUSG_492,0095342424074253,BUS,3297339670,BUS_PLAN_1,EMAIL,0095342424074253@bus-example.com,55574528,5.300,
PROCESS_2,COMPONENT_1,1483246803938432.66,Gx.1483246803938498,2017/01/01 00:00:03.938432,FAIR_USAGE_POLICY,B25,REGG_570,0098081861085987,REG,3653199220,REG_PLAN_1,SMS,3653199220,72351744,6.900,
PROCESS_1,COMPONENT_3,1483246811824062.01,Gx.1483246811824063,2017/01/01 00:00:11.824062,FAIR_USAGE_POLICY,B25,REGG_198,0088369998565512,REG,1710561627,REG_PLAN_1,EMAIL,0088369998565512@reg-example.com,95420416,9.100,
PROCESS_1,COMPONENT_2,1483246801533664.33,Gx.1483246801533697,2017/01/01 00:00:01.533664,FAIR_USAGE_POLICY,B25,REGG_428,0183943937351082,REG,3039316265,REG_PLAN_1,EMAIL,0183943937351082@reg-example.com,95420416,9.100,
PROCESS_2,COMPONENT_5,1483246804740029.20,Gx.1483246804740049,2017/01/01 00:00:04.740029,FAIR_USAGE_POLICY,B25,REGG_512,0084894535688757,REG,1765769505,REG_PLAN_X,EMAIL,0084894535688757@reg-example.com,326107136,31.100,
PROCESS_1,COMPONENT_1,1483246806358356.12,Gx.1483246806358368,2017/01/01 00:00:06.358356,FAIR_USAGE_POLICY,B25,REGG_564,0164267107031854,REG,1550574502,REG_PLAN_1,SMS,1550574502,39845888,3.800,
PROCESS_1,COMPONENT_2,1483246806730728.95,Gx.1483246806730823,2017/01/01 00:00:06.730728,FAIR_USAGE_POLICY,B25,REGG_525,0091679938524291,REG,1631474013,REG_PLAN_2,SMS,1631474013,490733568,46.800,
PROCESS_1,COMPONENT_1,1483246813995614.16,Gx.1483246813995630,2017/01/01 00:00:13.995614,FAIR_USAGE_POLICY,B25,REGG_195,0054802489953547,REG,1046745879,REG_PLAN_X,EMAIL,0054802489953547@reg-example.com,145752064,13.900,
PROCESS_1,COMPONENT_2,1483246804187172.46,Gx.1483246804187218,2017/01/01 00:00:04.187172,FAIR_USAGE_POLICY,B25,REGG_394,0257783186329531,REG,2171162343,REG_PLAN_2,EMAIL,0257783186329531@reg-example.com,127926272,12.200,
PROCESS_1,COMPONENT_4,1483246813729948.38,Gx.1483246813729986,2017/01/01 00:00:13.729948,FAIR_USAGE_POLICY,B25,NONE,0020122247547446,REG,3537308743,REG_PLAN_X,EMAIL,0020122247547446@reg-example.com,741343232,70.700,
PROCESS_1,COMPONENT_2,1483246801713109.56,Gx.1483246801713165,2017/01/01 00:00:01.713109,FAIR_USAGE_POLICY,B25,REGG_195,0024850566115876,REG,1152682162,REG_PLAN_1,SMS,1152682162,84934656,8.100,
PROCESS_1,COMPONENT_1,1483246802993232.63,Gx.1483246802993295,2017/01/01 00:00:02.993232,FAIR_USAGE_POLICY,B25,REGG_623,0079926390229421,REG,2968498554,REG_PLAN_2,EMAIL,0079926390229421@reg-example.com,454033408,43.300,
PROCESS_1,COMPONENT_2,1483246801902738.25,Gx.1483246801902763,2017/01/01 00:00:01.902738,FAIR_USAGE_POLICY,B25,BUSG_514,0010914898983529,BUS,4024431593,BUS_PLAN_1,EMAIL,0010914898983529@bus-example.com,40894464,3.900,
PROCESS_1,COMPONENT_1,1483246800099061.74,Gx.1483246800099135,2017/01/01 00:00:00.099061,FAIR_USAGE_POLICY,B25,REGG_566,0201389939908619,REG,3134871611,REG_PLAN_1,EMAIL,0201389939908619@reg-example.com,20971520,2.000,
PROCESS_1,COMPONENT_1,1483246806857351.21,Gx.1483246806857372,2017/01/01 00:00:06.857351,FAIR_USAGE_POLICY,B25,REGG_605,0223638713625392,REG,1556540269,REG_PLAN_1,EMAIL,0223638713625392@reg-example.com,57671680,5.500,
PROCESS_1,COMPONENT_3,1483246812029876.95,Gx.1483246812029971,2017/01/01 00:00:12.029876,FAIR_USAGE_POLICY,B25,VIPG_545,0072917075424060,VIP,1117599121,BUS_PLAN_1,EMAIL,0072917075424060@vip-example.com,96468992,0.000,
PROCESS_1,COMPONENT_5,1483246811283978.26,Gx.1483246811284004,2017/01/01 00:00:11.283978,FAIR_USAGE_POLICY,B25,REGG_524,0211350745998775,REG,1564158338,REG_PLAN_2,EMAIL,0211350745998775@reg-example.com,265289728,25.300,
PROCESS_2,COMPONENT_1,1483246800823904.91,Gx.1483246800823995,2017/01/01 00:00:00.823904,FAIR_USAGE_POLICY,B25,BUSG_362,0041944619107118,BUS,2621184949,BUS_PLAN_1,EMAIL,0041944619107118@bus-example.com,100663296,9.600,
PROCESS_1,COMPONENT_1,1483246812957451.56,Gx.1483246812957507,2017/01/01 00:00:12.957451,FAIR_USAGE_POLICY,B25,REGG_468,0189701796241546,REG,1633229917,REG_PLAN_2,EMAIL,0189701796241546@reg-example.com,320864256,30.600,
PROCESS_1,COMPONENT_2,1483246806248509.58,Gx.1483246806248567,2017/01/01 00:00:06.248509,FAIR_USAGE_POLICY,B25,REGG_171,0006531594514949,REG,1568026962,REG_PLAN_1,SMS,1568026962,54525952,5.200,
PROCESS_2,COMPONENT_1,1483246802709461.18,Gx.1483246802709479,2017/01/01 00:00:02.709461,FAIR_USAGE_POLICY,B25,REGG_485,0253635666526986,REG,3878884814,REG_PLAN_1,EMAIL,0253635666526986@reg-example.com,58720256,5.600,
PROCESS_1,COMPONENT_2,1483246805635783.74,Gx.1483246805635857,2017/01/01 00:00:05.635783,FAIR_USAGE_POLICY,B25,REGG_512,0206515630786216,REG,3127550541,REG_PLAN_X,EMAIL,0206515630786216@reg-example.com,394264576,37.600,
PROCESS_1,COMPONENT_2,1483246808912669.11,Gx.1483246808912680,2017/01/01 00:00:08.912669,FAIR_USAGE_POLICY,B25,REGG_606,0023277495523539,REG,2361723515,REG_PLAN_1,SMS,2361723515,9437184,0.900,
PROCESS_1,COMPONENT_2,1483246804709597.45,Gx.1483246804709642,2017/01/01 00:00:04.709597,FAIR_USAGE_POLICY,B25,REGG_136,0007601183818039,REG,2881214925,REG_PLAN_1,EMAIL,0007601183818039@reg-example.com,71303168,6.800,
PROCESS_2,COMPONENT_1,1483246811493597.92,Gx.1483246811493689,2017/01/01 00:00:11.493597,FAIR_USAGE_POLICY,B25,NONE,0098009271258449,REG,3569688829,REG_PLAN_X,EMAIL,0098009271258449@reg-example.com,967835648,92.300,
PROCESS_1,COMPONENT_4,1483246809339286.34,Gx.1483246809339320,2017/01/01 00:00:09.339286,FAIR_USAGE_POLICY,B25,REGG_382,0223967315959661,REG,3807109569,REG_PLAN_X,EMAIL,0223967315959661@reg-example.com,38797312,3.700,
PROCESS_1,COMPONENT_2,1483246813818272.33,Gx.1483246813818305,2017/01/01 00:00:13.818272,FAIR_USAGE_POLICY,B25,REGG_562,0176037906309747,REG,3370282014,REG_PLAN_2,EMAIL,0176037906309747@reg-example.com,144703488,13.800,
PROCESS_2,COMPONENT_1,1483246803657793.68,Gx.1483246803657861,2017/01/01 00:00:03.657793,FAIR_USAGE_POLICY,B25,REGG_480,0168430395438556,REG,3895905052,REG_PLAN_2,EMAIL,0168430395438556@reg-example.com,422576128,40.300,
PROCESS_2,COMPONENT_4,1483246807252043.10,Gx.1483246807252053,2017/01/01 00:00:07.252043,FAIR_USAGE_POLICY,B25,VIPG_108,0001064233222473,VIP,3332814745,BUS_PLAN_1,EMAIL,0001064233222473@vip-example.com,39845888,0.000,
PROCESS_1,COMPONENT_1,1483246805925149.36,Gx.1483246805925185,2017/01/01 00:00:05.925149,FAIR_USAGE_POLICY,B25,REGG_121,0098477149705623,REG,1624683282,REG_PLAN_1,EMAIL,0098477149705623@reg-example.com,17825792,1.700,
PROCESS_2,COMPONENT_3,1483246813785685.87,Gx.1483246813785772,2017/01/01 00:00:13.785685,FAIR_USAGE_POLICY,B25,REGG_432,0230995421379362,REG,2429190868,REG_PLAN_1,SMS,2429190868,96468992,9.200,
PROCESS_2,COMPONENT_4,1483246803063514.38,Gx.1483246803063552,2017/01/01 00:00:03.063514,FAIR_USAGE_POLICY,B25,REGG_198,0247360693255762,REG,3211403747,REG_PLAN_1,EMAIL,0247360693255762@reg-example.com,85983232,8.200,
PROCESS_2,COMPONENT_2,1483246804043727.52,Gx.1483246804043779,2017/01/01 00:00:04.043727,FAIR_USAGE_POLICY,B25,REGG_392,0025474848923930,REG,1073088185,REG_PLAN_1,EMAIL,0025474848923930@reg-example.com,33554432,3.200,
PROCESS_1,COMPONENT_1,1483246805333589.33,Gx.1483246805333622,2017/01/01 00:00:05.333589,FAIR_USAGE_POLICY,B25,REGG_430,0270235437228754,REG,1003599267,REG_PLAN_1,EMAIL,0270235437228754@reg-example.com,68157440,6.500,
PROCESS_2,COMPONENT_3,1483246803111931.97,Gx.1483246803112028,2017/01/01 00:00:03.111931,FAIR_USAGE_POLICY,B25,REGG_371,0083360730239313,REG,3882788008,REG_PLAN_1,EMAIL,0083360730239313@reg-example.com,78643200,7.500,
PROCESS_2,COMPONENT_3,1483246812524058.82,Gx.1483246812524140,2017/01/01 00:00:12.524058,FAIR_USAGE_POLICY,B25,REGG_337,0003986494658186,REG,0407210393,REG_PLAN_1,EMAIL,0003986494658186@reg-example.com,85983232,8.200,
PROCESS_2,COMPONENT_1,1483246808382544.54,Gx.1483246808382598,2017/01/01 00:00:08.382544,FAIR_USAGE_POLICY,B25,VIPG_648,0115479909272441,VIP,2251943774,BUS_PLAN_2,EMAIL,0115479909272441@vip-example.com,317718528,0.000,
PROCESS_1,COMPONENT_2,1483246803655633.75,Gx.1483246803655708,2017/01/01 00:00:03.655633,FAIR_USAGE_POLICY,B25,REGG_584,0127986836111272,REG,1670447727,REG_PLAN_1,SMS,1670447727,103809024,9.900,
PROCESS_2,COMPONENT_1,1483246802046781.33,Gx.1483246802046814,2017/01/01 00:00:02.046781,FAIR_USAGE_POLICY,B25,REGG_308,0005474639605065,REG,3520096354,REG_PLAN_1,EMAIL,0005474639605065@reg-example.com,49283072,4.700,
PROCESS_2,COMPONENT_5,1483246807795446.16,Gx.1483246807795462,2017/01/01 00:00:07.795446,FAIR_USAGE_POLICY,B25,REGG_574,0005799801238576,REG,1156139254,REG_PLAN_1,EMAIL,0005799801238576@reg-example.com,1048576,0.100,
PROCESS_2,COMPONENT_1,1483246810196489.33,Gx.1483246810196522,2017/01/01 00:00:10.196489,FAIR_USAGE_POLICY,B25,EMPG_931,0190724140080086,EMP,1455409914,BUS_PLAN_1,EMAIL,0190724140080086@emp-example.com,98566144,0.000,
PROCESS_1,COMPONENT_1,1483246807290374.94,Gx.1483246807290468,2017/01/01 00:00:07.290374,FAIR_USAGE_POLICY,B25,REGG_936,0026998466425293,REG,1798964361,REG_PLAN_2,EMAIL,0026998466425293@reg-example.com,310378496,29.600,
PROCESS_1,COMPONENT_2,1483246805681911.05,Gx.1483246805681916,2017/01/01 00:00:05.681911,FAIR_USAGE_POLICY,B25,BUSG_228,0129340866165093,BUS,2044546273,BUS_PLAN_1,EMAIL,0129340866165093@bus-example.com,73400320,7.000,
PROCESS_1,COMPONENT_4,1483246809581378.78,Gx.1483246809581456,2017/01/01 00:00:09.581378,FAIR_USAGE_POLICY,B25,REGG_421,0157190165387882,REG,2833135988,REG_PLAN_2,EMAIL,0157190165387882@reg-example.com,176160768,16.800,
PROCESS_2,COMPONENT_2,1483246804843249.89,Gx.1483246804843338,2017/01/01 00:00:04.843249,FAIR_USAGE_POLICY,B25,REGG_153,0086226587612920,REG,0600335709,REG_PLAN_1,SMS,0600335709,89128960,8.500,
PROCESS_1,COMPONENT_1,1483246802663204.07,Gx.1483246802663211,2017/01/01 00:00:02.663204,FAIR_USAGE_POLICY,B25,REGG_177,0179488155002599,REG,1572155408,REG_PLAN_2,SMS,1572155408,477102080,45.500,
PROCESS_1,COMPONENT_4,1483246802892164.65,Gx.1483246802892229,2017/01/01 00:00:02.892164,FAIR_USAGE_POLICY,B25,BUSG_265,0054614244950605,BUS,2362666493,BUS_PLAN_1,EMAIL,0054614244950605@bus-example.com,81788928,7.800,
PROCESS_1,COMPONENT_4,1483246812826642.36,Gx.1483246812826678,2017/01/01 00:00:12.826642,FAIR_USAGE_POLICY,B25,REGG_360,0136417290587743,REG,2187390569,REG_PLAN_1,SMS,2187390569,38797312,3.700,
PROCESS_1,COMPONENT_1,1483246810976659.76,Gx.1483246810976735,2017/01/01 00:00:10.976659,FAIR_USAGE_POLICY,B25,REGG_332,0190094129011839,REG,3876133487,REG_PLAN_2,SMS,3876133487,420478976,40.100,
PROCESS_2,COMPONENT_1,1483246807523069.38,Gx.1483246807523107,2017/01/01 00:00:07.523069,FAIR_USAGE_POLICY,B25,NONE,0207634201782277,REG,4125787132,REG_PLAN_1,EMAIL,0207634201782277@reg-example.com,102760448,9.800,
PROCESS_2,COMPONENT_1,1483246808685219.09,Gx.1483246808685228,2017/01/01 00:00:08.685219,FAIR_USAGE_POLICY,B25,REGG_399,0032591252825878,REG,3920129598,REG_PLAN_1,EMAIL,0032591252825878@reg-example.com,29360128,2.800,
PROCESS_1,COMPONENT_1,1483246812735724.33,Gx.1483246812735757,2017/01/01 00:00:12.735724,FAIR_USAGE_POLICY,B25,VIPG_390,0051528746170233,VIP,1259135008,BUS_PLAN_1,EMAIL,0051528746170233@vip-example.com,82837504,0.000,
PROCESS_1,COMPONENT_1,1483246811770359.46,Gx.1483246811770405,2017/01/01 00:00:11.770359,FAIR_USAGE_POLICY,B25,REGG_388,0215634394836553,REG,4059659391,REG_PLAN_1,EMAIL,0215634394836553@reg-example.com,27262976,2.600,
PROCESS_2,COMPONENT_1,1483246813167921.90,Gx.1483246813168011,2017/01/01 00:00:13.167921,FAIR_USAGE_POLICY,B25,BUSG_234,0095356491910153,BUS,1896237125,BUS_PLAN_1,EMAIL,0095356491910153@bus-example.com,26214400,2.500,
PROCESS_1,COMPONENT_1,1483246808818883.66,Gx.1483246808818949,2017/01/01 00:00:08.818883,FAIR_USAGE_POLICY,B25,BUSG_532,0278329690249942,BUS,1135817905,BUS_PLAN_1,EMAIL,0278329690249942@bus-example.com,49283072,4.700,
PROCESS_1,COMPONENT_3,1483246810814161.23,Gx.1483246810814184,2017/01/01 00:00:10.814161,FAIR_USAGE_POLICY,B25,BUSG_104,0104537037702591,BUS,1439961667,BUS_PLAN_1,EMAIL,0104537037702591@bus-example.com,83886080,8.000,
PROCESS_1,COMPONENT_2,1483246811522717.17,Gx.1483246811522734,2017/01/01 00:00:11.522717,FAIR_USAGE_POLICY,B25,NONE,0040506709473552,REG,4251889113,REG_PLAN_X,EMAIL,0040506709473552@reg-example.com,849346560,81.000,
PROCESS_1,COMPONENT_1,1483246802316392.42,Gx.1483246802316434,2017/01/01 00:00:02.316392,FAIR_USAGE_POLICY,B25,VIPG_500,0032707711539400,VIP,1569222784,BUS_PLAN_1,EMAIL,0032707711539400@vip-example.com,88080384,0.000,
PROCESS_1,COMPONENT_1,1483246802244495.09,Gx.1483246802244504,2017/01/01 00:00:02.244495,FAIR_USAGE_POLICY,B25,REGG_510,0220196020802873,REG,3018596483,REG_PLAN_1,EMAIL,0220196020802873@reg-example.com,98566144,9.400,
PROCESS_1,COMPONENT_2,1483246810398771.50,Gx.1483246810398821,2017/01/01 00:00:10.398771,FAIR_USAGE_POLICY,B25,REGG_353,0036522340669652,REG,0075040361,REG_PLAN_2,SMS,0075040361,13631488,1.300,
PROCESS_1,COMPONENT_1,1483246807699208.20,Gx.1483246807699228,2017/01/01 00:00:07.699208,FAIR_USAGE_POLICY,B25,REGG_130,0184512101212865,REG,1927774983,REG_PLAN_1,EMAIL,0184512101212865@reg-example.com,23068672,2.200,
PROCESS_1,COMPONENT_2,1483246804907146.25,Gx.1483246804907171,2017/01/01 00:00:04.907146,FAIR_USAGE_POLICY,B25,REGG_586,0068136515447848,REG,0913602849,REG_PLAN_1,EMAIL,0068136515447848@reg-example.com,73400320,7.000,
PROCESS_1,COMPONENT_1,1483246805198947.55,Gx.1483246805199002,2017/01/01 00:00:05.198947,FAIR_USAGE_POLICY,B25,REGG_351,0023607883865895,REG,3320891783,REG_PLAN_1,EMAIL,0023607883865895@reg-example.com,57671680,5.500,
PROCESS_1,COMPONENT_2,1483246802158703.26,Gx.1483246802158729,2017/01/01 00:00:02.158703,FAIR_USAGE_POLICY,B25,NONE,0076593662340774,EMP,0996186251,BUS_PLAN_1,EMAIL,0076593662340774@emp-example.com,54525952,0.000,
PROCESS_1,COMPONENT_4,1483246801775175.79,Gx.1483246801775254,2017/01/01 00:00:01.775175,FAIR_USAGE_POLICY,B25,REGG_795,0182123789008275,REG,3804281763,REG_PLAN_1,EMAIL,0182123789008275@reg-example.com,10485760,1.000,
PROCESS_1,COMPONENT_1,1483246805612498.03,Gx.1483246805612501,2017/01/01 00:00:05.612498,FAIR_USAGE_POLICY,B25,BUSG_408,0205149201260519,BUS,3898181340,BUS_PLAN_1,EMAIL,0205149201260519@bus-example.com,44040192,4.200,
PROCESS_1,COMPONENT_2,1483246801829197.03,Gx.1483246801829200,2017/01/01 00:00:01.829197,FAIR_USAGE_POLICY,B25,REGG_146,0242324325661644,REG,4031972341,REG_PLAN_1,EMAIL,0242324325661644@reg-example.com,35651584,3.400,
PROCESS_1,COMPONENT_3,1483246810893541.82,Gx.1483246810893623,2017/01/01 00:00:10.893541,FAIR_USAGE_POLICY,B25,REGG_238,0188437753767694,REG,1297924798,REG_PLAN_1,EMAIL,0188437753767694@reg-example.com,12582912,1.200,
PROCESS_1,COMPONENT_3,1483246800185507.63,Gx.1483246800185570,2017/01/01 00:00:00.185507,FAIR_USAGE_POLICY,B25,VIPG_472,0053218146058479,VIP,0782717905,BUS_PLAN_1,EMAIL,0053218146058479@vip-example.com,103809024,0.000,
PROCESS_2,COMPONENT_3,1483246807602547.19,Gx.1483246807602566,2017/01/01 00:00:07.602547,FAIR_USAGE_POLICY,B25,BUSG_550,0261584281203992,BUS,2861686287,BUS_PLAN_1,EMAIL,0261584281203992@bus-example.com,101711872,9.700,
PROCESS_1,COMPONENT_1,1483246812930285.63,Gx.1483246812930348,2017/01/01 00:00:12.930285,FAIR_USAGE_POLICY,B25,REGG_494,0265250980988886,REG,3362168121,REG_PLAN_1,EMAIL,0265250980988886@reg-example.com,13631488,1.300,
PROCESS_2,COMPONENT_3,1483246808142398.99,Gx.1483246808142497,2017/01/01 00:00:08.142398,FAIR_USAGE_POLICY,B25,REGG_209,0078929959145193,REG,0556818675,REG_PLAN_X,SMS,0556818675,81788928,7.800,
PROCESS_1,COMPONENT_1,1483246809307223.38,Gx.1483246809307261,2017/01/01 00:00:09.307223,FAIR_USAGE_POLICY,B25,BUSG_235,0223764943383609,BUS,1467365252,BUS_PLAN_1,SMS,1467365252,74448896,7.100,
PROCESS_1,COMPONENT_3,1483246809101138.59,Gx.1483246809101197,2017/01/01 00:00:09.101138,FAIR_USAGE_POLICY,B25,REGG_569,0113219633591315,REG,3360076660,REG_PLAN_1,EMAIL,0113219633591315@reg-example.com,58720256,5.600,
PROCESS_2,COMPONENT_2,1483246801409789.76,Gx.1483246801409865,2017/01/01 00:00:01.409789,FAIR_USAGE_POLICY,B25,REGG_344,0078540365115626,REG,1381742039,REG_PLAN_2,SMS,1381742039,45088768,4.300,
PROCESS_2,COMPONENT_2,1483246813187635.51,Gx.1483246813187686,2017/01/01 00:00:13.187635,FAIR_USAGE_POLICY,B25,NONE,0206913787258704,REG,0179118678,REG_PLAN_X,EMAIL,0206913787258704@reg-example.com,381681664,36.400,
PROCESS_1,COMPONENT_3,1483246808929849.33,Gx.1483246808929882,2017/01/01 00:00:08.929849,FAIR_USAGE_POLICY,B25,REGG_157,0116048092994364,REG,3114810454,REG_PLAN_1,EMAIL,0116048092994364@reg-example.com,30408704,2.900,
PROCESS_1,COMPONENT_1,1483246803924567.82,Gx.1483246803924649,2017/01/01 00:00:03.924567,FAIR_USAGE_POLICY,B25,REGG_551,0090365103352733,REG,3461913337,REG_PLAN_1,SMS,3461913337,94371840,9.000,
PROCESS_1,COMPONENT_3,1483246809925965.58,Gx.1483246809926023,2017/01/01 00:00:09.925965,FAIR_USAGE_POLICY,B25,EMPG_266,0174685173412949,EMP,4013763836,BUS_PLAN_1,EMAIL,0174685173412949@emp-example.com,11534336,0.000,
PROCESS_1,COMPONENT_1,1483246807421772.94,Gx.1483246807421866,2017/01/01 00:00:07.421772,FAIR_USAGE_POLICY,B25,REGG_462,0104798578475530,REG,3910933327,REG_PLAN_2,SMS,3910933327,105906176,10.100,
PROCESS_1,COMPONENT_1,1483246813983632.36,Gx.1483246813983668,2017/01/01 00:00:13.983632,FAIR_USAGE_POLICY,B25,REGG_567,0278142893133064,REG,1121275799,REG_PLAN_1,SMS,1121275799,58720256,5.600,
PROCESS_2,COMPONENT_1,1483246811097723.63,Gx.1483246811097786,2017/01/01 00:00:11.097723,FAIR_USAGE_POLICY,B25,REGG_490,0148409486702301,REG,0030139427,REG_PLAN_1,EMAIL,0148409486702301@reg-example.com,8388608,0.800,
PROCESS_2,COMPONENT_3,1483246809782976.91,Gx.1483246809783067,2017/01/01 00:00:09.782976,FAIR_USAGE_POLICY,B25,REGG_570,0003861974722537,REG,0289001426,REG_PLAN_1,SMS,0289001426,99614720,9.500,
PROCESS_1,COMPONENT_2,1483246800656243.47,Gx.1483246800656290,2017/01/01 00:00:00.656243,FAIR_USAGE_POLICY,B25,REGG_409,0166088663158010,REG,0124228281,REG_PLAN_2,SMS,0124228281,446693376,42.600,
PROCESS_1,COMPONENT_2,1483246809173531.14,Gx.1483246809173545,2017/01/01 00:00:09.173531,FAIR_USAGE_POLICY,B25,BUSG_501,0127370485307043,BUS,0989338948,BUS_PLAN_1,EMAIL,0127370485307043@bus-example.com,69206016,6.600,
PROCESS_1,COMPONENT_1,1483246813324364.98,Gx.1483246813324462,2017/01/01 00:00:13.324364,FAIR_USAGE_POLICY,B25,REGG_650,0002928182026590,REG,3507274775,REG_PLAN_2,EMAIL,0002928182026590@reg-example.com,94371840,9.000,
PROCESS_1,COMPONENT_2,1483246801237249.03,Gx.1483246801237252,2017/01/01 00:00:01.237249,FAIR_USAGE_POLICY,B25,REGG_474,0154276498910635,REG,1904465760,REG_PLAN_1,EMAIL,0154276498910635@reg-example.com,76546048,7.300,
